region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callwait,forward,confer,ebill,lninc,custcat,churn
Zone 2,69,48,Married,27,55,High school degree,4,No,Male,2,Yes,Yes,Yes,No,19.6,35.75,34.25,62,0,"1,411.70","2,396.70","2,440.55","4,125.00",0,Yes,No,No,No,Yes,Yes,No,No,4.01,Plus service,No
Zone 3,69,66,Married,31,49,High school degree,15,No,Male,2,Yes,No,Yes,No,23.1,29.25,0,25.5,0,"1,566.80","2,063.45",0,"1,750.00",0,No,No,No,No,No,No,No,No,3.89,Basic service,No
Zone 2,27,24,Married,3,26,Did not complete high school,7,No,Female,4,No,No,No,No,6.05,0,0,0,0,137.7,0,0,0,0,No,No,Yes,No,No,No,No,No,3.26,Basic service,Yes
Zone 3,48,39,Unmarried,20,110,College degree,9,No,Male,1,Yes,No,Yes,Yes,18.05,30.25,0,8.75,30.4,812.65,"1,472.70",0,475,"1,503.95",Yes,No,Yes,No,Yes,Yes,Yes,No,4.7,Plus service,No
Zone 1,18,52,Married,20,66,Did not complete high school,19,No,Female,2,Yes,No,Yes,No,12.8,27.75,0,10.5,0,204.95,520.6,0,170,0,No,No,No,Yes,No,Yes,No,No,4.19,Basic service,No
Zone 2,24,40,Married,4,39,Some college,5,No,Female,2,Yes,No,Yes,Yes,4.05,25.75,0,27.5,22.5,117.05,628.05,0,570,529.1,No,No,Yes,No,Yes,Yes,Yes,No,3.66,Plus service,No
Zone 2,17,42,Unmarried,6,31,High school degree,2,No,Male,1,Yes,No,No,Yes,8.25,24.5,0,0,26.4,140.85,404.8,0,0,447.95,Yes,Yes,No,No,Yes,No,Yes,Yes,3.43,Total service,Yes
Zone 2,9,24,Married,3,26,College degree,1,No,Female,3,No,Yes,No,No,7.65,0,23.25,0,0,75.25,0,169.75,0,0,No,No,No,No,No,Yes,No,No,3.26,Basic service,No
Zone 2,15,46,Unmarried,5,232,College degree,15,No,Female,2,Yes,Yes,Yes,Yes,4.3,23,45.15,22.75,31.3,41.35,357.5,582,305,474.5,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45,Total service,Yes
Zone 1,62,37,Married,10,43,College degree,1,No,Female,3,No,Yes,Yes,No,9.2,0,37.2,18.75,0,539.65,0,"2,302.40","1,160.00",0,Yes,No,No,No,No,No,No,No,3.76,E-service,No
Zone 1,9,41,Unmarried,12,39,College degree,3,No,Male,1,No,Yes,No,Yes,4.7,0,39.65,0,20.8,26.3,0,318.25,0,135.95,No,Yes,Yes,Yes,No,No,No,Yes,3.66,Basic service,Yes
Zone 2,71,41,Married,10,73,High school degree,23,No,Female,2,No,No,Yes,No,32.65,0,0,41.75,0,"2,412.60",0,0,"3,085.00",0,Yes,No,No,No,Yes,Yes,No,No,4.29,Plus service,No
Zone 2,62,59,Married,37,74,Did not complete high school,20,No,Male,2,Yes,No,Yes,No,16.1,36,0,11,0,972,"2,245.35",0,645,0,No,No,No,No,Yes,Yes,Yes,No,4.3,Plus service,No
Zone 2,20,38,Unmarried,19,237,College degree,13,No,Male,1,Yes,Yes,Yes,Yes,6,21.25,34.4,9.75,26.9,164.2,473.4,711.4,215,491.1,No,No,Yes,Yes,Yes,Yes,No,No,5.47,Total service,No
Zone 1,19,33,Married,11,22,Did not complete high school,3,No,Male,5,No,No,Yes,No,3.95,0,0,36.25,0,79.6,0,0,685,0,Yes,No,No,No,Yes,No,Yes,No,3.09,Plus service,No
Zone 2,49,61,Married,28,21,Did not complete high school,8,No,Male,2,Yes,No,Yes,No,15.85,24.75,0,8.75,0,757.4,"1,228.85",0,395,0,No,No,No,No,Yes,Yes,Yes,No,3.04,Plus service,No
Zone 3,3,64,Unmarried,3,9,High school degree,6,Yes,Male,1,No,No,No,No,4.95,0,0,0,0,14.8,0,0,0,0,No,No,No,No,No,No,No,No,2.2,Basic service,Yes
Zone 1,33,36,Unmarried,2,41,Post-undergraduate degree,10,No,Male,1,No,Yes,No,Yes,4.15,0,39.1,0,27.05,93.25,0,"1,225.35",0,841.95,No,Yes,No,Yes,No,No,No,Yes,3.71,Basic service,Yes
Zone 2,38,44,Unmarried,1,50,College degree,7,No,Female,1,No,Yes,Yes,No,7.15,0,24.6,10,0,277.5,0,891.8,355,0,Yes,No,No,Yes,No,No,No,Yes,3.91,E-service,Yes
Zone 3,42,48,Married,14,27,Some college,5,No,Female,3,Yes,Yes,Yes,Yes,16.5,36,54.2,22.75,28.4,692.2,"1,540.15","2,100.25",910,"1,199.95",Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.3,Total service,No
Zone 1,11,26,Unmarried,2,53,Some college,3,No,Male,1,Yes,Yes,Yes,Yes,4.15,21.5,43.7,11.75,38.8,34.7,188.35,431.3,110,415.8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3.97,Total service,Yes
Zone 3,27,28,Married,0,58,Some college,0,No,Male,2,Yes,No,No,No,5.8,22.5,0,0,0,163.65,566.15,0,0,0,No,No,No,No,Yes,No,Yes,No,4.06,Plus service,No
Zone 3,23,50,Unmarried,1,151,College degree,8,No,Female,1,Yes,No,No,No,8.25,21.75,0,0,0,186.5,438.4,0,0,0,No,No,No,No,No,No,No,No,5.02,Basic service,No
Zone 2,4,38,Married,13,54,High school degree,4,No,Male,2,Yes,No,Yes,Yes,4.75,26.25,0,48.5,24.45,21.75,115,0,140,50.45,No,Yes,No,No,Yes,Yes,Yes,No,3.99,Plus service,No
Zone 3,36,42,Unmarried,5,31,Did not complete high school,4,No,Female,1,No,No,No,No,10.05,0,0,0,0,373.75,0,0,0,0,No,No,No,No,No,No,No,No,3.43,Basic service,Yes
Zone 2,37,42,Unmarried,10,115,Did not complete high school,22,No,Female,1,No,No,Yes,No,15.1,0,0,18.5,0,494.45,0,0,665,0,No,No,No,No,Yes,Yes,Yes,No,4.74,Plus service,No
Zone 3,24,58,Married,30,24,Did not complete high school,5,No,Male,2,Yes,No,No,No,7.65,16,0,0,0,177.4,420.65,0,0,0,No,No,No,No,No,No,No,No,3.18,Basic service,No
Zone 3,4,24,Unmarried,1,17,High school degree,2,No,Male,3,No,No,No,No,3.2,0,0,0,0,9.9,0,0,0,0,No,No,No,No,No,No,No,No,2.83,Basic service,Yes
Zone 3,54,33,Unmarried,5,47,High school degree,13,No,Female,2,Yes,No,Yes,No,13.9,32,0,20.25,0,732.2,"1,671.90",0,"1,125.00",0,No,No,No,No,Yes,No,Yes,No,3.85,Plus service,No
Zone 3,7,49,Unmarried,8,36,Did not complete high school,0,No,Female,1,Yes,No,Yes,No,8.85,19.5,0,53.25,0,77,123.3,0,325,0,No,No,No,No,Yes,Yes,Yes,No,3.58,Plus service,Yes
Zone 1,10,28,Unmarried,9,75,College degree,1,No,Male,1,Yes,Yes,Yes,Yes,6.2,27.5,42.4,40,36.3,45.95,225.85,373.15,340,290.65,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.32,Total service,Yes
Zone 3,24,35,Married,10,41,Post-undergraduate degree,6,No,Female,2,No,Yes,No,No,3.3,0,30.3,0,0,88.65,0,711.2,0,0,Yes,No,No,Yes,No,No,No,Yes,3.71,E-service,No
Zone 3,12,31,Unmarried,8,18,College degree,4,No,Male,1,No,Yes,No,No,3.7,0,24.3,0,0,48.55,0,243.4,0,0,No,No,No,Yes,No,No,No,Yes,2.89,Basic service,Yes
Zone 2,45,54,Unmarried,25,171,Some college,33,No,Female,1,Yes,No,Yes,No,9.05,18.5,0,8.75,0,385.2,845.65,0,365,0,No,No,No,No,Yes,Yes,Yes,No,5.14,Plus service,No
Zone 3,59,55,Married,29,42,Some college,21,No,Female,2,No,No,Yes,No,8.95,0,0,15.25,0,492.35,0,0,855,0,Yes,No,No,No,No,No,No,No,3.74,E-service,No
Zone 1,3,21,Married,1,36,Some college,0,No,Female,4,No,No,No,No,3.2,0,0,0,0,13.55,0,0,0,0,No,No,No,No,No,No,No,No,3.58,Basic service,No
Zone 3,8,35,Unmarried,6,31,Post-undergraduate degree,7,No,Male,1,Yes,Yes,No,Yes,4.4,17.25,35.65,0,42.05,34.65,155.15,237.8,0,288.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.43,Total service,Yes
Zone 1,16,59,Unmarried,5,207,High school degree,37,No,Female,2,Yes,No,Yes,No,7.45,15.5,0,11.75,0,112.8,280.85,0,150,0,No,No,Yes,No,Yes,Yes,Yes,Yes,5.33,Total service,No
Zone 3,32,33,Unmarried,1,38,Did not complete high school,12,No,Female,1,No,No,Yes,No,7.3,0,0,33.75,0,231.45,0,0,"1,050.00",0,No,No,No,No,No,No,No,No,3.64,Basic service,No
Zone 1,8,49,Unmarried,14,134,College degree,9,No,Female,1,Yes,Yes,Yes,Yes,3,30.5,59.3,23.5,60.3,36.2,226.3,459.15,155,444.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.9,Total service,Yes
Zone 1,9,28,Married,8,28,Some college,4,No,Male,3,No,Yes,No,No,4.5,0,28.5,0,0,36.45,0,230.3,0,0,Yes,No,No,Yes,No,No,Yes,Yes,3.33,E-service,Yes
Zone 2,12,19,Married,0,15,High school degree,0,No,Female,4,No,Yes,No,No,5.85,0,22.15,0,0,102.45,0,274.7,0,0,Yes,No,No,No,No,No,No,No,2.71,E-service,No
Zone 2,24,43,Married,15,48,College degree,4,No,Male,6,Yes,Yes,Yes,Yes,14.4,25.75,37.2,57.75,36.95,339.55,591.2,870.05,"1,415.00",901.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.87,Total service,No
Zone 3,72,75,Unmarried,48,14,High school degree,6,Yes,Female,1,No,No,Yes,No,37.3,0,0,109.25,0,"2,686.25",0,0,"7,515.00",0,Yes,No,No,No,No,No,No,No,2.64,E-service,No
Zone 3,58,61,Unmarried,42,101,College degree,18,No,Female,1,No,No,Yes,No,16.35,0,0,17,0,956.85,0,0,925,0,Yes,No,No,Yes,No,No,No,No,4.62,E-service,No
Zone 1,70,44,Married,24,87,High school degree,18,No,Male,3,Yes,No,Yes,No,18.9,47.5,0,25,0,"1,399.30","3,310.40",0,"1,735.00",0,Yes,Yes,No,No,Yes,Yes,Yes,No,4.47,Plus service,No
Zone 3,9,25,Unmarried,3,27,Did not complete high school,4,No,Female,1,No,No,No,No,12.2,0,0,0,0,121.75,0,0,0,0,No,No,No,No,No,No,No,No,3.3,Basic service,Yes
Zone 1,49,25,Unmarried,1,27,Post-undergraduate degree,0,No,Female,1,No,Yes,Yes,Yes,9.9,0,43.15,5.5,26.9,496.95,0,"2,054.95",270,"1,252.85",Yes,Yes,Yes,Yes,No,No,No,Yes,3.3,E-service,No
Zone 3,52,54,Unmarried,7,59,Some college,22,No,Male,1,Yes,No,Yes,Yes,15.25,32.5,0,21.75,39.3,800.25,"1,644.05",0,"1,055.00","1,991.75",Yes,No,No,No,Yes,No,Yes,No,4.08,Plus service,No
Zone 1,10,42,Married,10,294,College degree,9,No,Female,6,Yes,Yes,Yes,Yes,4.85,27.5,44.35,23.5,36.85,32.75,285.35,427.75,185,330.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.68,Total service,Yes
Zone 1,14,52,Married,2,44,Some college,5,No,Male,2,No,No,Yes,Yes,4.85,0,0,14.25,14.9,68.95,0,0,185,212.25,No,Yes,No,No,Yes,No,No,No,3.78,Plus service,No
Zone 1,19,27,Married,3,35,High school degree,4,No,Male,6,Yes,No,Yes,No,5.4,20.5,0,23,0,116.2,398.15,0,415,0,No,Yes,Yes,No,Yes,Yes,Yes,No,3.56,Total service,No
Zone 3,12,36,Married,4,205,College degree,10,No,Female,4,No,Yes,No,Yes,5.95,0,38.3,0,32,53.75,0,433.05,0,397.3,Yes,Yes,Yes,Yes,No,No,No,Yes,5.32,E-service,Yes
Zone 1,65,59,Unmarried,27,732,Some college,31,No,Female,1,No,No,Yes,No,10.15,0,0,13.25,0,600.5,0,0,820,0,Yes,Yes,No,No,No,Yes,Yes,Yes,6.6,E-service,No
Zone 1,67,40,Married,14,59,Some college,11,No,Male,2,Yes,No,Yes,No,27,30,0,19.75,0,"1,722.50","1,959.95",0,"1,245.00",0,No,No,No,No,Yes,Yes,Yes,No,4.08,Plus service,No
Zone 2,29,24,Married,3,23,Did not complete high school,7,No,Male,2,Yes,No,Yes,No,10.2,32.25,0,17.5,0,319.65,885.15,0,500,0,No,No,No,No,Yes,Yes,Yes,No,3.14,Plus service,No
Zone 3,55,46,Unmarried,8,87,High school degree,19,No,Female,1,No,Yes,Yes,No,17.9,0,28,15.25,0,982.9,0,"1,449.60",785,0,No,No,No,Yes,No,Yes,Yes,Yes,4.47,Basic service,No
Zone 3,71,67,Married,25,110,Did not complete high school,23,No,Female,2,Yes,No,Yes,No,33.85,21.75,0,18.25,0,"2,255.65","1,487.70",0,"1,175.00",0,No,No,No,No,Yes,Yes,Yes,No,4.7,Plus service,No
Zone 3,5,44,Married,2,83,Some college,14,No,Female,3,Yes,No,Yes,Yes,4,26.25,0,20.25,21.95,32,131.95,0,50,80.35,No,Yes,No,Yes,Yes,Yes,Yes,No,4.42,Plus service,Yes
Zone 3,60,58,Unmarried,0,63,College degree,21,No,Female,3,Yes,Yes,Yes,No,16.35,28,23.85,13.25,0,"1,012.55","1,581.70","1,395.10",805,0,Yes,No,No,No,No,No,No,Yes,4.14,E-service,No
Zone 2,10,40,Unmarried,6,22,Some college,6,No,Female,1,No,No,No,No,5.05,0,0,0,0,59.95,0,0,0,0,No,No,No,Yes,No,No,No,No,3.09,Basic service,Yes
Zone 3,52,64,Unmarried,44,43,Some college,7,No,Male,1,Yes,Yes,Yes,Yes,12.85,28.5,48.75,24,37.15,647.95,"1,542.25","2,570.65","1,210.00","1,846.50",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.76,Total service,No
Zone 2,61,43,Married,22,35,High school degree,11,No,Male,3,Yes,No,Yes,No,21.05,15.5,0,17.25,0,"1,264.00",933.8,0,"1,065.00",0,Yes,No,No,Yes,No,No,No,Yes,3.56,E-service,No
Zone 1,61,29,Married,5,48,High school degree,11,No,Male,4,No,No,Yes,No,17.55,0,0,37,0,"1,035.95",0,0,"2,165.00",0,Yes,No,No,No,No,No,Yes,No,3.87,E-service,No
Zone 2,67,47,Married,19,69,Some college,12,No,Male,3,Yes,No,Yes,No,49.35,27,0,10.25,0,"3,235.55","1,838.20",0,690,0,Yes,No,No,No,Yes,Yes,Yes,No,4.23,Plus service,No
Zone 3,41,42,Married,12,26,College degree,5,No,Male,4,No,No,No,No,10.95,0,0,0,0,482.4,0,0,0,0,Yes,No,No,Yes,No,Yes,No,No,3.26,E-service,No
Zone 1,30,28,Unmarried,1,20,Did not complete high school,8,No,Female,1,No,No,No,No,12.4,0,0,0,0,369.45,0,0,0,0,No,No,No,No,No,No,No,No,3,Basic service,Yes
Zone 1,24,46,Unmarried,12,43,High school degree,6,No,Male,1,Yes,No,Yes,Yes,12.05,48.25,0,33,28.15,307.75,"1,079.05",0,820,662.2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.76,Total service,No
Zone 1,72,75,Unmarried,37,33,Did not complete high school,44,Yes,Female,1,Yes,No,Yes,No,49.3,31.75,0,26,0,"3,417.40","2,254.15",0,"1,835.00",0,Yes,No,No,No,No,No,Yes,No,3.5,E-service,No
Zone 2,17,35,Unmarried,7,66,High school degree,11,No,Male,1,No,Yes,Yes,Yes,5.15,0,29.15,11.25,28.05,79.05,0,501.05,155,484.2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.19,Total service,Yes
Zone 2,65,72,Unmarried,46,12,High school degree,0,Yes,Male,1,No,No,Yes,No,29.6,0,0,18,0,"1,872.80",0,0,"1,160.00",0,Yes,No,No,No,Yes,Yes,Yes,No,2.48,Plus service,No
Zone 1,15,30,Married,8,90,High school degree,11,No,Male,5,Yes,No,Yes,Yes,7.35,18.5,0,9.75,23,125.8,265.55,0,150,375.9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4.5,Total service,No
Zone 1,34,33,Unmarried,8,35,Some college,2,No,Female,1,No,No,No,No,7.5,0,0,0,0,258.4,0,0,0,0,Yes,No,No,No,No,No,No,No,3.56,E-service,Yes
Zone 1,26,43,Unmarried,23,51,Post-undergraduate degree,4,No,Female,1,No,Yes,No,No,7.9,0,21.95,0,0,267.6,0,597.65,0,0,Yes,No,No,Yes,No,No,No,No,3.93,E-service,Yes
Zone 2,36,45,Unmarried,22,117,Some college,15,No,Female,1,No,No,No,No,10.5,0,0,0,0,429.1,0,0,0,0,Yes,No,No,No,No,No,No,Yes,4.76,E-service,No
Zone 1,60,48,Unmarried,29,100,High school degree,26,No,Female,1,Yes,No,Yes,No,24.4,42.25,0,13.5,0,"1,567.60","2,481.25",0,745,0,No,No,No,No,Yes,Yes,Yes,No,4.61,Plus service,No
Zone 1,16,54,Unmarried,20,147,Did not complete high school,29,No,Male,4,Yes,No,Yes,No,6.95,23.25,0,6.5,0,98.5,357.95,0,90,0,No,No,No,No,Yes,Yes,Yes,No,4.99,Plus service,No
Zone 2,1,33,Unmarried,5,53,College degree,6,No,Female,1,No,No,No,No,1.95,0,0,0,0,1.95,0,0,0,0,No,No,No,No,No,No,No,No,3.97,Basic service,Yes
Zone 3,56,30,Married,9,57,Post-undergraduate degree,2,No,Male,4,No,Yes,Yes,No,16.85,0,36.7,6.5,0,948.3,0,"1,984.15",365,0,Yes,Yes,No,Yes,No,No,No,Yes,4.04,E-service,No
Zone 2,6,50,Unmarried,5,37,High school degree,0,No,Male,1,No,Yes,No,No,5.35,0,23.55,0,0,38.4,0,131.2,0,0,Yes,No,No,No,No,No,No,Yes,3.61,E-service,No
Zone 2,48,34,Unmarried,7,42,Some college,2,No,Female,1,No,No,Yes,No,14.15,0,0,8,0,678.3,0,0,355,0,Yes,No,No,No,Yes,No,No,No,3.74,E-service,No
Zone 2,34,36,Married,17,50,Did not complete high school,4,No,Male,2,Yes,No,Yes,No,10.2,24.5,0,13.75,0,326.8,824.25,0,405,0,No,No,No,No,Yes,Yes,Yes,No,3.91,Plus service,No
Zone 2,54,42,Married,0,55,College degree,2,No,Male,5,Yes,Yes,Yes,Yes,14.3,55.5,62.15,19.25,83.7,695.2,"3,086.35","3,277.85","1,050.00","4,138.55",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.01,Total service,Yes
Zone 3,38,31,Married,2,42,High school degree,7,No,Female,4,Yes,No,Yes,No,10.8,22.25,0,9.25,0,407.55,772.5,0,335,0,No,Yes,Yes,No,Yes,Yes,Yes,No,3.74,Total service,No
Zone 2,25,55,Unmarried,15,37,Did not complete high school,7,No,Female,1,No,No,No,No,10.95,0,0,0,0,302.8,0,0,0,0,No,No,No,No,No,No,No,No,3.61,Basic service,Yes
Zone 1,47,69,Married,17,228,Some college,39,No,Female,4,Yes,Yes,Yes,Yes,10.8,35.5,37.5,21,50.9,464.35,"1,670.95","1,766.90","1,025.00","2,404.80",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.43,Total service,Yes
Zone 1,72,62,Married,35,163,Post-undergraduate degree,31,No,Male,2,Yes,Yes,Yes,Yes,28.35,32.75,45.15,39.75,56.55,"2,017.60","2,276.30","3,225.45","2,845.00","4,109.90",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.09,Total service,No
Zone 2,6,35,Married,6,28,College degree,3,No,Female,3,Yes,Yes,Yes,Yes,3.25,23,39.35,18.5,30.3,9.35,103.3,190.3,95,154.55,No,No,Yes,Yes,Yes,Yes,Yes,No,3.33,Total service,No
Zone 1,30,51,Married,9,118,Post-undergraduate degree,21,No,Female,2,No,No,No,No,6.4,0,0,0,0,201.4,0,0,0,0,No,No,No,No,No,No,No,No,4.77,Basic service,No
Zone 1,65,70,Married,9,115,High school degree,39,Yes,Female,2,Yes,No,Yes,Yes,26.85,26,0,43,33.75,"1,749.60","1,629.65",0,"2,865.00","2,213.65",Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.74,Total service,No
Zone 1,22,44,Married,19,37,College degree,1,No,Male,2,Yes,No,Yes,No,14.3,35.25,0,18.5,0,332.9,702.05,0,370,0,Yes,Yes,No,No,Yes,Yes,Yes,No,3.61,Plus service,No
Zone 1,60,53,Unmarried,32,93,Did not complete high school,28,No,Male,1,Yes,No,Yes,No,13.35,39.5,0,21,0,806.35,"2,493.90",0,"1,260.00",0,No,No,No,No,Yes,Yes,Yes,No,4.53,Plus service,No
Zone 2,19,32,Unmarried,12,71,College degree,5,No,Female,1,Yes,Yes,Yes,Yes,5.25,21.5,62.4,17,47.8,97.4,419.25,"1,142.55",275,928.45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.26,Total service,Yes
Zone 3,18,25,Unmarried,4,26,High school degree,7,No,Female,3,Yes,No,Yes,No,3.3,27.5,0,31,0,50.35,531.1,0,540,0,No,No,No,No,No,No,Yes,No,3.26,Basic service,No
Zone 1,9,37,Married,10,14,College degree,5,No,Female,6,No,Yes,No,No,2.4,0,25.25,0,0,22.6,0,183.25,0,0,No,No,No,No,No,No,No,No,2.64,Basic service,Yes
Zone 1,1,34,Married,6,18,Did not complete high school,0,No,Female,2,No,No,No,No,1.6,0,0,0,0,1.6,0,0,0,0,No,No,No,Yes,No,No,No,No,2.89,Basic service,Yes
Zone 3,10,28,Married,2,36,College degree,0,No,Female,3,Yes,Yes,No,Yes,6.3,19.75,27.35,0,22.65,67.5,175.15,239.4,0,205.15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.58,Total service,No
Zone 3,45,34,Married,14,43,College degree,0,No,Male,4,No,Yes,No,No,6.55,0,32.35,0,0,315.2,0,"1,446.45",0,0,Yes,No,No,Yes,No,No,No,Yes,3.76,E-service,Yes
Zone 1,25,28,Married,6,41,College degree,4,No,Female,4,Yes,Yes,Yes,Yes,5.8,14.25,33.85,31.5,26.6,138.85,363.75,849.85,775,616.55,No,Yes,No,No,Yes,Yes,Yes,Yes,3.71,Plus service,Yes
Zone 3,66,39,Unmarried,1,66,High school degree,15,No,Female,1,No,No,Yes,No,11.6,0,0,11.5,0,785.7,0,0,785,0,Yes,No,No,No,No,No,No,No,4.19,E-service,No
Zone 1,27,67,Unmarried,1,33,College degree,19,Yes,Female,1,Yes,Yes,Yes,No,3.6,17.75,32.35,12,0,136.9,481.7,807.75,320,0,Yes,Yes,No,No,Yes,Yes,Yes,No,3.5,Plus service,Yes
Zone 1,19,41,Unmarried,5,53,College degree,6,No,Male,1,No,No,No,No,6.45,0,0,0,0,157.3,0,0,0,0,No,No,No,No,No,No,No,No,3.97,Basic service,No
Zone 2,17,41,Married,9,28,College degree,3,No,Male,6,No,No,Yes,No,1.8,0,0,10,0,27.1,0,0,140,0,No,No,No,No,Yes,No,No,No,3.33,Basic service,No
Zone 2,16,36,Unmarried,13,58,College degree,4,No,Male,1,Yes,Yes,No,No,4.85,18,31.75,0,0,89.95,286.4,477.8,0,0,No,No,No,No,Yes,Yes,No,Yes,4.06,Basic service,No
Zone 1,8,42,Married,2,129,College degree,17,No,Female,3,No,No,No,No,6.1,0,0,0,0,63.8,0,0,0,0,No,No,No,Yes,No,No,Yes,Yes,4.86,Basic service,No
Zone 1,3,25,Unmarried,0,65,College degree,0,No,Female,1,No,Yes,Yes,No,3.3,0,34.25,11.25,0,5.9,0,47.65,5,0,No,Yes,No,Yes,Yes,No,Yes,Yes,4.17,Total service,Yes
Zone 3,59,57,Unmarried,26,311,Some college,36,No,Female,1,No,No,Yes,No,28.75,0,0,7.5,0,"1,719.20",0,0,415,0,No,No,No,No,No,No,No,No,5.74,Basic service,No
Zone 2,45,37,Unmarried,2,57,Some college,14,No,Female,1,No,Yes,No,No,10.8,0,25,0,0,508.8,0,"1,064.75",0,0,Yes,No,No,No,No,No,No,Yes,4.04,E-service,No
Zone 1,66,62,Unmarried,31,47,High school degree,4,No,Female,1,Yes,No,Yes,No,34.25,21,0,20,0,"2,298.25","1,425.35",0,"1,355.00",0,Yes,No,No,No,No,No,No,No,3.85,E-service,No
Zone 3,28,50,Married,7,25,Did not complete high school,3,No,Male,2,No,No,Yes,No,14.85,0,0,13,0,378.85,0,0,345,0,No,No,No,No,No,Yes,No,No,3.22,Basic service,No
Zone 1,15,38,Married,11,46,Post-undergraduate degree,11,No,Male,3,No,No,No,No,3.85,0,0,0,0,56.3,0,0,0,0,No,No,No,No,No,No,No,No,3.83,Basic service,Yes
Zone 3,39,34,Married,10,51,Some college,13,No,Female,4,Yes,No,Yes,Yes,7.9,78.75,0,35,38.8,304.45,"3,104.50",0,"1,390.00","1,407.85",No,Yes,Yes,No,Yes,Yes,Yes,No,3.93,Total service,No
Zone 3,38,33,Unmarried,4,19,High school degree,5,No,Female,2,Yes,No,No,No,8.5,14.25,0,0,0,323.85,590.45,0,0,0,No,No,No,No,Yes,No,No,No,2.94,Plus service,No
Zone 3,34,29,Unmarried,5,26,Some college,4,No,Female,2,No,Yes,No,No,6.75,0,25.8,0,0,195.2,0,780.85,0,0,Yes,No,No,Yes,No,No,No,Yes,3.26,E-service,No
Zone 3,60,57,Married,18,72,Post-undergraduate degree,30,Yes,Male,2,Yes,Yes,Yes,Yes,20.35,29,50.25,20.5,55.9,"1,263.90","1,806.85","3,005.20","1,140.00","3,353.50",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.28,Total service,No
Zone 3,72,65,Married,33,71,Did not complete high school,41,Yes,Female,4,Yes,No,Yes,No,53.65,22.5,0,66.25,0,"4,036.90","1,717.45",0,"4,585.00",0,Yes,No,No,No,Yes,Yes,No,No,4.26,Plus service,No
Zone 1,42,42,Married,9,41,High school degree,13,No,Male,8,Yes,No,No,No,15,29.25,0,0,0,597.2,"1,250.10",0,0,0,No,Yes,No,No,Yes,Yes,No,No,3.71,Plus service,No
Zone 3,32,37,Unmarried,9,44,High school degree,7,No,Male,1,No,No,No,No,11.25,0,0,0,0,359.35,0,0,0,0,No,No,No,No,No,No,Yes,Yes,3.78,Basic service,No
Zone 3,48,50,Married,4,208,College degree,19,No,Female,2,Yes,Yes,Yes,Yes,12.9,22.75,43.2,12,41.25,652.9,"1,108.90","1,913.55",570,"1,905.85",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.34,Total service,Yes
Zone 3,63,37,Married,1,45,College degree,9,No,Female,6,No,Yes,Yes,No,14.95,0,39.25,13.5,0,974.15,0,"2,383.10",820,0,Yes,Yes,No,Yes,No,No,No,Yes,3.81,E-service,No
Zone 3,45,27,Married,3,39,Some college,2,No,Male,4,No,No,No,No,13.45,0,0,0,0,583.9,0,0,0,0,Yes,No,No,No,No,Yes,No,No,3.66,E-service,No
Zone 2,68,42,Unmarried,16,89,College degree,12,No,Male,1,No,Yes,Yes,No,25.6,0,33,16,0,"1,759.60",0,"2,200.15","1,020.00",0,Yes,No,No,Yes,No,No,No,Yes,4.49,E-service,No
Zone 1,6,29,Married,4,19,High school degree,5,No,Female,2,No,No,No,No,4.2,0,0,0,0,25.25,0,0,0,0,No,No,No,No,No,No,No,No,2.94,Basic service,No
Zone 1,68,57,Married,33,15,High school degree,0,No,Female,2,Yes,No,Yes,Yes,16.1,49,0,18.75,50.6,"1,120.35","3,330.85",0,"1,320.00","3,229.20",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.71,Total service,Yes
Zone 3,72,68,Married,26,59,High school degree,36,Yes,Female,2,Yes,Yes,Yes,Yes,58.65,24,38.2,20.25,48.85,"4,219.10","1,818.00","2,706.60","1,335.00","3,401.60",Yes,Yes,No,Yes,Yes,Yes,Yes,No,4.08,Total service,No
